招生信息,,,,,,,,,2024年,,,2023年,,,2022年,,,2021年,,,2020年,,
批次,院校代码,院校名称,专业代码,专业名称,计划人数,学费,学制,选科要求,专业名称2024,投档计划数2024,最低位次2024,专业名称2023,投档计划数2023,最低位次2023,专业名称2022,投档计划数2022,最低位次2022,投档计划数2021,最低位次2021,专业名称2021,投档计划数2020,最低位次2020,专业名称2020
普通类一段,D561,新疆科技学院,23,非织造材料与工程,6,3500,4,物理和化学,非织造材料与工程,6,272207,医疗保险,2,204183,,,,,,,,,
普通类一段,D569,西安交通工程学院,15,工程造价,2,20350,4,物理,工程造价,2,214154,工程造价,4,238229,工程造价,4,235364,,,,2,221184,学前教育
普通类一段,D569,西安交通工程学院,16,财务管理,4,20350,4,不限,财务管理,4,193284,财务管理,2,218915,财务管理,2,214301,4,206898,学前教育(师范类),2,202582,财务管理
普通类一段,D571,无锡太湖学院,7,跨境电子商务,5,23700,4,不限,跨境电子商务,5,212176,跨境电子商务,5,241639,跨境电子商务,5,223676,5,200133,会计学,5,209953,会计学
普通类一段,D571,无锡太湖学院,13,英语(外语语种为英语，日语),5,22500,4,不限,英语,5,207858,通信工程,5,231886,通信工程,5,232497,,,,,,
普通类一段,D571,无锡太湖学院,18,通信工程,5,27000,4,物理和化学,通信工程,5,281208,机械工程,10,242653,机械工程,10,237517,,,,,,
普通类一段,D571,无锡太湖学院,21,软件工程,5,27000,4,物理和化学,软件工程,5,280906,,,,,,,,,,5,235205,机械工程
普通类一段,D571,无锡太湖学院,24,机械工程,10,25000,4,物理和化学,机械工程,10,291769,,,,,,,5,198895,英语,,,
普通类一段,D579,中国矿业大学徐海学院,5,机械工程,6,20000,4,物理和化学,机械工程,6,276149,会计学,4,191798,会计学,4,206488,4,197315,会计学,6,204701,会计学
普通类一段,D579,中国矿业大学徐海学院,0A,电气工程及其自动化,6,20000,4,物理和化学,电气工程及其自动化,6,261393,智能制造工程,6,221736,智能制造工程,6,225547,,,,,,
普通类一段,D588,重庆外语外事学院,9,德语,3,15000,4,不限,德语,3,210045,德语,3,234740,德语,3,225524,4,202087,德语,,,
普通类一段,D588,重庆外语外事学院,21,阿拉伯语,2,15000,4,不限,阿拉伯语,2,210389,阿拉伯语,2,237594,阿拉伯语,2,222143,,,,,,
普通类一段,D594,河北地质大学华信学院,1,金融学类(金融学、保险学、经济与金融、互联网金融),2,19000,4,不限,金融学类,2,196917,金融学类,2,227843,金融学类,2,219134,2,201482,金融学类,2,213464,金融学
普通类一段,D594,河北地质大学华信学院,7,土木工程,2,21000,4,物理和化学,土木工程,2,293360,地质类,2,222103,地质类,4,228134,4,210118,地质类,,,
普通类一段,D594,河北地质大学华信学院,9,地质类(勘查技术与工程、资源勘查工程),2,21000,4,物理和化学,地质类,2,291818,护理学,2,194835,护理学,2,201440,2,197860,护理学,2,232567,计算机科学与技术
普通类一段,D594,河北地质大学华信学院,11,护理学,4,21000,4,生物,护理学,4,183559,工商管理类,2,215115,工商管理类(财会方向),2,209139,2,199166,工商管理类,,,
普通类一段,D594,河北地质大学华信学院,13,管理科学与工程类(信息管理与信息系统、工程管理、工程造价、大数据管理与应用),2,19000,4,物理,管理科学与工程类,2,214265,,,,,,,,,,2,225430,资源勘查工程
普通类一段,D594,河北地质大学华信学院,14,工商管理类(工商管理、市场营销、人力资源管理)(企业管理方向),2,19000,4,不限,工商管理类,2,198833,电子商务,2,229162,电子商务,2,221737,2,208089,电子商务,2,222914,环境工程
普通类一段,D594,河北地质大学华信学院,15,工商管理类(会计学、财务管理)(财会方向),2,19000,4,不限,工商管理类,2,185180,工商管理类,2,228449,工商管理类(企业管理方向),2,223594,2,201075,工商管理类,2,204864,护理学
普通类一段,D597,山西科技学院,3,光电信息科学与工程,2,5280,4,物理和化学,光电信息科学与工程,3,238808,光电信息科学与工程,2,193352,安全工程,2,203338,,,,,,
普通类一段,D597,山西科技学院,4,安全工程,2,5280,4,物理和化学,安全工程,2,261264,安全工程,2,205928,机械设计制造及其自动化,2,199424,,,,,,
普通类一段,D597,山西科技学院,5,机械设计制造及其自动化,2,5280,4,物理和化学,机械设计制造及其自动化,3,183918,机械设计制造及其自动化,2,176918,材料成型及控制工程,1,213301,,,,,,
普通类一段,D597,山西科技学院,6,材料成型及控制工程,2,5280,4,物理和化学,材料成型及控制工程,2,242077,材料成型及控制工程,2,208181,过程装备与控制工程,1,211906,,,,,,
普通类一段,D597,山西科技学院,7,过程装备与控制工程,2,5280,4,物理和化学,过程装备与控制工程,2,254736,过程装备与控制工程,2,207510,电气工程及其自动化,3,200575,,,,,,
普通类一段,D597,山西科技学院,8,电气工程及其自动化,4,5280,4,物理和化学,电气工程及其自动化,5,203004,电气工程及其自动化,4,188705,自动化,2,203313,,,,,,
普通类一段,D597,山西科技学院,0A,无机非金属材料工程,2,5280,4,物理和化学,无机非金属材料工程,2,236280,无机非金属材料工程,2,205539,,,,,,,,,
普通类一段,D599,大连艺术学院,T1,艺术教育(不限语种，学校公共通识课的大学外语课程设英语、日语、韩语教学),14,29700,4,不限,艺术教育,14,245794,艺术教育,14,263778,,,,,,,,,
普通类一段,D599,大连艺术学院,T3,网络与新媒体(不限语种，学校公共通识课的大学外语课程设英语、日语、韩语教学),6,29700,4,不限,网络与新媒体,6,234531,园艺,10,259183,,,,,,,,,
普通类一段,D599,大连艺术学院,T4,园艺(不限语种，学校公共通识课的大学外语课程设英语、日语、韩语教学),30,29700,4,物理和化学,园艺,30,313119,文化产业管理,21,260211,,,,,,,,,
普通类一段,D599,大连艺术学院,T5,文化产业管理(不限语种，学校公共通识课的大学外语课程设英语、日语、韩语教学),24,29700,4,不限,文化产业管理,24,242240,电子商务,15,263673,,,,,,,,,
普通类一段,D599,大连艺术学院,T6,电子商务(不限语种，学校公共通识课的大学外语课程设英语、日语、韩语教学),2,29700,4,不限,电子商务,2,237797,跨境电子商务,14,264208,,,,,,,,,
普通类一段,D599,大连艺术学院,T7,跨境电子商务(不限语种，学校公共通识课的大学外语课程设英语、日语、韩语教学),4,29700,4,不限,跨境电子商务,4,242010,旅游管理,4,256835,,,,,,,,,
普通类一段,D600,长春光华学院,5,财务管理,2,25000,4,不限,财务管理,2,211658,,,,,,,11,205852,汉语言文学,2,196428,汉语言文学
普通类一段,D600,长春光华学院,7,小学教育,4,26000,4,不限,小学教育,4,212277,工商管理,4,247008,工商管理,4,246276,,,,,,
普通类一段,D600,长春光华学院,11,戏剧影视文学(合肥路校区),3,26000,4,不限,戏剧影视文学,3,241763,汉语言文学,11,225541,汉语言文学,11,223433,,,,,,
普通类一段,D600,长春光华学院,12,广播电视编导(合肥路校区),15,26000,4,不限,广播电视编导,15,238031,秘书学,3,241908,秘书学,3,237105,,,,,,
普通类一段,D601,长春工业大学人文信息学院,3,智能制造工程,3,26000,4,物理和化学,智能制造工程,3,312497,智能制造工程,1,243327,智能制造工程,1,237610,1,230279,智能制造工程,1,236437,机械设计制造及其自动化
普通类一段,D601,长春工业大学人文信息学院,5,新能源汽车工程,2,26000,4,物理和化学,新能源汽车工程,2,307972,新能源汽车工程,1,219903,新能源汽车工程,1,222609,1,226859,新能源汽车工程,1,238674,智能制造工程
普通类一段,D601,长春工业大学人文信息学院,9,轨道交通信号与控制,4,26000,4,物理和化学,轨道交通信号与控制,4,302391,机器人工程,1,245342,机器人工程,1,241252,,,,1,226988,车辆工程
普通类一段,D601,长春工业大学人文信息学院,11,电子信息工程,2,26000,4,物理和化学,电子信息工程,2,307529,,,,,,,1,227889,数据科学与大数据技术,1,236750,新能源汽车工程
普通类一段,D601,长春工业大学人文信息学院,14,软件工程,2,26000,4,物理和化学,软件工程,2,280645,电子信息工程,1,232159,电子信息工程,1,230792,,,,,,
普通类一段,D601,长春工业大学人文信息学院,15,数据科学与大数据技术,2,26000,4,物理和化学,数据科学与大数据技术,2,310149,,,,,,,2,205998,制药工程,1,235124,电气工程及其自动化
普通类一段,D601,长春工业大学人文信息学院,16,制药工程,2,26000,4,物理和化学,制药工程,2,301628,制药工程,2,224039,制药工程,2,219566,2,204652,英语,,,
普通类一段,D601,长春工业大学人文信息学院,17,土木工程,2,26000,4,物理和化学,土木工程,2,298854,英语,2,241951,英语,2,222731,,,,1,234174,轨道交通信号与控制
普通类一段,D601,长春工业大学人文信息学院,22,物流管理,2,25000,4,不限,物流管理,2,212324,,,,,,,3,206076,人力资源管理,,,
普通类一段,D601,长春工业大学人文信息学院,29,国际经济与贸易,2,25000,4,不限,国际经济与贸易,2,201905,,,,,,,4,205562,会计学,1,235548,数据科学与大数据技术
普通类一段,D601,长春工业大学人文信息学院,31,英语(外语语种为英语),2,25000,4,不限,英语,2,220429,会计学,4,234060,,,,2,168828,金融学,1,211182,制药工程
普通类一段,D602,长春电子科技学院,18,机械设计制造及其自动化,9,26000,4,物理和化学,机械设计制造及其自动化,9,314635,,,,机械电子工程,6,257235,,,,,,
普通类一段,D603,长春财经学院,5,金融学,6,26800,4,不限,金融学,6,216818,,,,金融学,3,206757,,,,,,
普通类一段,D603,长春财经学院,22,财务管理,4,26800,4,不限,财务管理,4,201329,,,,,,,4,194484,会计学,,,
普通类一段,D605,长春建筑学院,1,电气工程及其自动化,4,25000,4,物理和化学,电气工程及其自动化,4,310720,电气工程及其自动化,4,235213,电气工程及其自动化,4,228543,4,212914,广告学,2,207779,广告学
普通类一段,D605,长春建筑学院,2,电子信息工程,4,25000,4,物理和化学,电子信息工程,4,311662,电子信息工程,2,235436,电子信息工程,2,235683,4,214879,电气工程及其自动化,2,209471,电气工程及其自动化
普通类一段,D605,长春建筑学院,3,通信工程,4,25000,4,物理和化学,通信工程,4,314873,通信工程,2,242554,通信工程,2,233083,2,217682,电子信息工程,2,222074,电子信息工程
普通类一段,D605,长春建筑学院,7,计算机科学与技术,4,25000,4,物理和化学,计算机科学与技术,4,310957,计算机科学与技术,2,235361,计算机科学与技术,2,233406,,,,2,210524,计算机科学与技术
普通类一段,D605,长春建筑学院,10,数字媒体技术(高新校区),4,25000,4,物理和化学,数字媒体技术,4,303228,数字媒体技术,4,254061,数字媒体技术,4,249620,,,,3,214338,数字媒体技术
普通类一段,D605,长春建筑学院,14,建筑环境与能源应用工程,4,25000,4,物理和化学,建筑环境与能源应用工程,4,314640,建筑环境与能源应用工程,4,255924,建筑环境与能源应用工程,4,246512,5,226907,土木工程,2,197439,建筑环境与能源应用工程
普通类一段,D605,长春建筑学院,17,城市地下空间工程,4,25000,4,物理和化学,城市地下空间工程,4,317535,城市地下空间工程,3,257620,城市地下空间工程,3,252241,,,,3,234986,城市地下空间工程
普通类一段,D605,长春建筑学院,18,道路桥梁与渡河工程,4,25000,4,物理和化学,道路桥梁与渡河工程,4,314607,道路桥梁与渡河工程,4,260490,道路桥梁与渡河工程,4,255018,3,231598,城市地下空间工程,3,226370,道路桥梁与渡河工程
普通类一段,D605,长春建筑学院,20,交通工程,5,25000,4,物理和化学,交通工程,5,338746,交通工程,5,238465,交通工程,5,238585,,,,4,211505,交通工程
普通类一段,D605,长春建筑学院,21,智慧交通,4,25000,4,物理和化学,智慧交通,4,312363,建筑学,3,229520,建筑学,3,218554,5,221678,交通工程,3,188385,建筑学
普通类一段,D605,长春建筑学院,22,建筑学,6,26000,5,不限,建筑学,6,230113,城乡规划,2,234617,城乡规划,2,224665,3,198752,建筑学,2,206929,城乡规划
普通类一段,D605,长春建筑学院,23,城乡规划,4,26000,5,不限,城乡规划,4,222765,风景园林,2,229943,风景园林,2,221887,2,207095,城乡规划,2,199170,风景园林
普通类一段,D605,长春建筑学院,24,风景园林,4,25000,4,不限,风景园林,4,211732,,,,,,,2,201458,风景园林,,,
普通类一段,D605,长春建筑学院,28,工程管理,4,25000,4,物理,工程管理,4,246350,,,,工程管理,3,251555,,,,3,225080,工程管理
普通类一段,D605,长春建筑学院,32,财务管理,5,25000,4,不限,财务管理,5,214570,,,,,,,3,237871,工程造价,5,215304,财务管理
普通类一段,D605,长春建筑学院,35,电子商务(高新校区),2,25000,4,不限,电子商务,2,224760,,,,,,,5,214674,财务管理,4,215325,电子商务
普通类一段,D606,长春科技学院,18,中医学,2,36000,5,物理和生物,中医学,2,164211,,,,,,,,,,3,228246,给排水科学与工程
普通类一段,D606,长春科技学院,21,工商管理,2,25000,4,不限,工商管理,2,215284,中医学,2,152772,中医学,2,198114,,,,,,
普通类一段,D607,吉林动画学院,20,新媒体技术,10,26000,4,物理和化学,新媒体技术,10,314594,,,,,,,,,,,,
普通类一段,D607,吉林动画学院,21,软件工程,9,25000,4,物理和化学,软件工程,9,317243,,,,新媒体技术,5,250267,,,,,,
普通类一段,D607,吉林动画学院,22,广播电视编导,8,25000,4,不限,广播电视编导,8,242631,,,,,,,4,219671,市场营销,5,221030,市场营销
普通类一段,D607,吉林动画学院,24,戏剧影视文学,5,25000,4,不限,戏剧影视文学,5,235280,,,,市场营销,5,242585,4,220778,互联网金融,4,227864,互联网金融
普通类一段,D607,吉林动画学院,25,广告学,5,25000,4,不限,广告学,5,233106,广告学,6,255537,,,,7,232353,软件工程,6,234295,软件工程
普通类一段,D607,吉林动画学院,26,市场营销,6,23000,4,不限,市场营销,6,234941,市场营销,5,251589,互联网金融,4,236778,15,235829,数字媒体技术,15,235020,数字媒体技术
普通类一段,D607,吉林动画学院,28,互联网金融,5,23000,4,不限,互联网金融,5,230104,互联网金融,3,245403,数字媒体技术,18,249749,9,240296,虚拟现实技术,,,
普通类一段,D607,吉林动画学院,29,数字媒体技术,16,26000,4,物理和化学,数字媒体技术,16,316287,软件工程,7,253827,,,,2,238498,飞行器制造工程,,,
普通类一段,D607,吉林动画学院,30,虚拟现实技术,6,25000,4,物理和化学,虚拟现实技术,6,314315,数字媒体技术,16,254652,虚拟现实技术,7,247854,2,244916,飞行器动力工程,,,
普通类一段,D607,吉林动画学院,31,飞行器制造工程(无人机制造与应用工程方向),4,23000,4,物理和化学,飞行器制造工程,4,303406,,,,飞行器制造工程,3,250287,2,239564,飞行器控制与信息工程,4,249473,数据科学与大数据技术
普通类一段,D607,吉林动画学院,32,飞行器动力工程(航空机械维修工程方向),4,23000,4,物理和化学,飞行器动力工程,4,299017,虚拟现实技术,7,255984,飞行器动力工程,3,247796,,,,6,244578,虚拟现实技术
普通类一段,D607,吉林动画学院,33,飞行器控制与信息工程(航空电子维修工程方向),4,23000,4,物理和化学,飞行器控制与信息工程,4,330879,飞行器制造工程,3,248394,飞行器控制与信息工程,3,252298,,,,,,
普通类一段,D614,马鞍山学院,0C,电气工程及其自动化,5,22500,4,物理和化学,电气工程及其自动化,5,300947,,,,电气工程及其自动化,5,238721,,,,,,
普通类一段,D623,长春大学旅游学院,2D,财务管理,5,25000,4,不限,财务管理,5,211472,财务管理,5,241145,财务管理,5,242717,5,217252,会计学,,,
普通类一段,D624,泰山科技学院,1,计算机科学与技术,11,29800,4,物理和化学,计算机科学与技术,11,291654,计算机科学与技术,40,245600,计算机网络技术,101,593063,,,,23,230539,机械设计制造及其自动化
普通类一段,D624,泰山科技学院,2,数据科学与大数据技术,21,29800,4,物理和化学,数据科学与大数据技术,21,315574,数据科学与大数据技术,30,260156,电信工程及管理,30,261277,21,212953,金融学,,,
普通类一段,D624,泰山科技学院,3,信息管理与信息系统,19,29800,4,物理,信息管理与信息系统,19,245992,信息管理与信息系统,33,267133,市场营销,71,594219,,,,,,
普通类一段,D624,泰山科技学院,4,大数据管理与应用,32,29800,4,物理,大数据管理与应用,32,246430,大数据管理与应用,33,260525,智能制造工程,35,269372,24,206044,法学,25,230846,电气工程及其自动化
普通类一段,D624,泰山科技学院,5,虚拟现实技术,15,29800,4,物理和化学,虚拟现实技术,15,317228,虚拟现实技术,25,269790,大数据技术,110,594315,,,,,,
普通类一段,D624,泰山科技学院,12,智能车辆工程,21,29800,4,物理和化学,智能车辆工程,21,317442,智能车辆工程,33,270452,法学,77,228383,25,227502,电气工程及其自动化,,,
普通类一段,D624,泰山科技学院,15,土木工程,18,29800,4,物理和化学,土木工程,18,317570,智能建造,29,272319,电气自动化技术,75,593855,,,,,,
普通类一段,D624,泰山科技学院,16,工程管理,17,29800,4,物理,工程管理,17,266337,通信工程,29,265475,智能产品开发与应用,94,560394,32,235835,电信工程及管理,,,
普通类一段,D624,泰山科技学院,17,智能建造,24,29800,4,物理和化学,智能建造,24,315043,电子信息工程,33,264652,土木工程,60,276582,,,,,,
普通类一段,D624,泰山科技学院,18,工程造价,32,29800,4,物理,工程造价,32,268703,物联网工程,31,264630,机电一体化技术,77,592168,21,221151,计算机科学与技术,,,
普通类一段,D624,泰山科技学院,19,通信工程,18,29800,4,物理和化学,通信工程,18,318047,电信工程及管理,35,264927,智能互联网络技术,61,592906,,,,,,
普通类一段,D624,泰山科技学院,21,物联网工程,25,29800,4,物理和化学,物联网工程,25,317709,电子商务,29,254251,,,,20,226921,数据科学与大数据技术,,,
普通类一段,D624,泰山科技学院,22,电信工程及管理,30,29800,4,物理和化学,电信工程及管理,30,318488,会计学,38,228365,,,,19,227164,土木工程,,,
普通类一段,D624,泰山科技学院,23,人工智能,18,29800,4,物理和化学,人工智能,18,316744,金融学,28,245790,,,,,,,36,237860,信息管理与信息系统
普通类一段,D624,泰山科技学院,25,电子商务,25,29800,4,不限,电子商务,25,230480,人力资源管理,24,247809,,,,,,,29,218290,工商管理
普通类一段,D624,泰山科技学院,26,会计学,13,29800,4,不限,会计学,13,193313,财务管理,9,233451,,,,,,,17,207349,会计学
普通类一段,D624,泰山科技学院,27,金融学,30,29800,4,不限,金融学,30,218569,市场营销,35,258232,,,,,,,21,214084,行政管理
普通类一段,D624,泰山科技学院,28,工商管理,18,29800,4,不限,工商管理,18,220368,,,,,,,,,,28,217698,电子商务
普通类一段,D624,泰山科技学院,29,人力资源管理,20,29800,4,不限,人力资源管理,20,220857,行政管理,29,242178,,,,,,,,,
普通类一段,D624,泰山科技学院,30,财务管理,20,29800,4,不限,财务管理,20,199918,法学,54,223422,,,,,,,24,216176,金融学
普通类一段,D624,泰山科技学院,31,市场营销,25,29800,4,不限,市场营销,25,232429,秘书学,35,249774,,,,,,,,,
普通类一段,D624,泰山科技学院,32,行政管理,22,29800,4,不限,行政管理,22,217209,电子商务及法律,28,251715,,,,,,,30,208843,法学
普通类一段,D624,泰山科技学院,33,法学,12,29800,4,不限,法学,12,184835,网络与新媒体,28,251079,,,,35,233913,信息管理与信息系统,,,
普通类一段,D624,泰山科技学院,35,电子商务及法律,19,29800,4,不限,电子商务及法律,19,223677,,,,,,,27,231651,大数据管理与应用,36,224591,秘书学
普通类一段,D624,泰山科技学院,36,网络与新媒体,30,29800,4,不限,网络与新媒体,30,225345,,,,,,,26,216242,工商管理,,,
普通类一段,D628,新疆政法学院,B0,汉语言文学,8,3100,4,不限,汉语言文学,9,157906,法学,38,176010,法学,13,183771,,,,,,
普通类一段,D628,新疆政法学院,C0,工商管理,5,3200,4,不限,工商管理,5,173785,汉语言文学,14,187297,汉语言文学,8,190407,,,,,,
普通类一段,D628,新疆政法学院,D0,公共事业管理,5,3200,4,不限,公共事业管理,5,176713,工商管理,4,210701,工商管理,4,204212,,,,,,
普通类一段,D628,新疆政法学院,E0,国际经济与贸易,10,3200,4,不限,国际经济与贸易,10,181633,公共事业管理,5,211625,公共事业管理,4,204722,,,,,,
普通类一段,D628,新疆政法学院,F0,计算机科学与技术,20,3500,4,物理和化学,计算机科学与技术,20,257059,国际经济与贸易,10,214195,国际经济与贸易,9,205538,,,,,,
普通类一段,D628,新疆政法学院,G0,英语(外语语种为英语),7,3800,4,不限,英语,7,179318,计算机科学与技术,20,217543,计算机科学与技术,20,219039,,,,,,
普通类一段,D628,新疆政法学院,H0,监狱学,16,3100,4,不限,监狱学,17,157261,英语,9,208879,英语,4,197177,,,,,,
普通类一段,D628,新疆政法学院,J0,社区矫正,12,3100,4,不限,社区矫正,12,167680,监狱学,16,187856,监狱学,8,192101,,,,,,
普通类一段,D628,新疆政法学院,K0,财务管理,9,3200,4,不限,财务管理,9,161418,社区矫正,12,202181,社区矫正,8,207591,,,,,,
普通类一段,D628,新疆政法学院,L0,学前教育,6,3100,4,不限,学前教育,6,177593,财务管理,11,205814,财务管理,6,204992,,,,,,
普通类一段,D628,新疆政法学院,M0,司法警察学,8,3100,4,不限,司法警察学,9,154756,学前教育,6,208215,学前教育,6,200222,,,,,,
普通类一段,D628,新疆政法学院,N0,网络空间安全,7,3500,4,物理和化学,网络空间安全,7,258671,司法警察学,8,185220,政治安全保卫,11,320105,,,,,,
普通类一段,D628,新疆政法学院,P0,经济学,7,3200,4,不限,经济学,7,174420,网络空间安全,8,218782,治安管理,8,294401,,,,,,
普通类一段,D628,新疆政法学院,Q0,历史学,8,3100,4,历史,历史学,8,168050,经济学,7,211915,法律事务,8,278008,,,,,,
普通类一段,D628,新疆政法学院,R0,政治学与行政学,12,3100,4,思想政治,政治学与行政学,12,169281,历史学,7,202123,司法警务,11,308124,,,,,,
普通类一段,D628,新疆政法学院,S0,知识产权,6,3100,4,不限,知识产权,6,157654,政治学与行政学,11,203629,法律文秘,4,291701,,,,,,
普通类一段,D628,新疆政法学院,T0,司法鉴定学,5,3100,4,不限,司法鉴定学,6,157945,,,,社区矫正,8,326667,,,,,,
普通类一段,D628,新疆政法学院,U0,国家安全学,10,3100,4,不限,国家安全学,10,153303,,,,民事执行,9,314425,,,,,,
普通类一段,D628,新疆政法学院,W0,反恐警务,4,3100,4,思想政治,反恐警务,4,163259,,,,,,,,,,,,
普通类一段,D634,武汉学院,6,会计学,4,21000,4,不限,会计学,4,177559,,,,,,,,,,5,206334,财政学类
普通类一段,D634,武汉学院,0B,财政学,2,20000,4,不限,财政学,2,182927,金融学类,4,224216,,,,,,,,,
普通类一段,D634,武汉学院,0C,税收学,2,20000,4,不限,税收学,2,177471,财政学类,7,214047,,,,,,,,,
普通类一段,D634,武汉学院,0D,金融学类(金融学、投资学),4,21000,4,不限,金融学类,4,202563,国际经济与贸易,4,226162,,,,,,,,,
普通类一段,D636,上海外国语大学贤达经济人文学院,41,学前教育(双语班),2,45000,4,不限,学前教育(双语班),2,228008,学前教育(双语班),2,241812,,,,,,,,,
普通类一段,D636,上海外国语大学贤达经济人文学院,51,德语(商务方向),2,68000,4,不限,德语(商务方向),2,208941,,,,,,,,,,,,
普通类一段,D636,上海外国语大学贤达经济人文学院,55,会计学(全英语教学班),2,68000,4,不限,会计学(全英语教学班),2,192025,会计学(全英语教学班),2,210071,会计学(全英语教学班),2,223548,2,228795,会计学(全英语教学班),,,
普通类一段,D641,桂林学院,12,广播电视编导,2,22000,4,不限,广播电视编导,2,229818,新闻传播学类,2,225811,,,,,,,,,
普通类一段,D641,桂林学院,18,旅游管理类(旅游管理、酒店管理、会展经济与管理),3,16500,4,不限,旅游管理类,3,210146,旅游管理类,3,233236,,,,,,,,,
普通类一段,D641,桂林学院,20,会计学,3,18000,4,不限,会计学,3,194597,会计学,3,224072,物业管理,3,231350,,,,,,
普通类一段,D641,桂林学院,27,城乡规划,3,19000,4,不限,城乡规划,3,207712,城乡规划,3,250002,数学与应用数学(师范类),3,230113,,,,,,
普通类一段,D641,桂林学院,38,智能测控工程,3,19000,4,物理和化学,智能测控工程,3,313380,智能测控工程,3,248081,,,,,,,,,
普通类一段,D643,广西中医药大学赛恩斯新医药学院,1,中医学(不招色盲、色弱考生),6,15000,5,物理和化学,中医学,6,173026,,,,中医学,2,156966,3,181085,中医学,,,
普通类一段,D643,广西中医药大学赛恩斯新医药学院,2,针灸推拿学(不招色盲、色弱考生),4,15000,5,物理和化学,针灸推拿学,4,169934,中医学,6,138912,针灸推拿学,2,178428,2,196798,针灸推拿学,,,
普通类一段,D643,广西中医药大学赛恩斯新医药学院,0C,康复治疗学(不招色盲、色弱考生),4,14500,4,物理和化学,康复治疗学,4,273375,护理学,4,197423,康复治疗学,2,206572,,,,,,
普通类一段,D650,贵阳信息科技学院,4,电子信息工程,3,18500,4,物理和化学,电子信息工程,3,294148,,,,,,,4,222949,电子信息工程,2,219381,电气工程及其自动化
普通类一段,D650,贵阳信息科技学院,0X,工商管理,3,16700,4,不限,工商管理,3,208679,,,,,,,,,,3,203160,英语
普通类一段,D654,南京理工大学紫金学院,0C,电气工程及其自动化,2,22000,4,物理和化学,电气工程及其自动化,2,198134,,,,通信工程,1,21780,2,195614,电气工程及其自动化,2,200196,电气工程及其自动化
普通类一段,D654,南京理工大学紫金学院,0F,光电信息科学与工程,2,20000,4,物理和化学,光电信息科学与工程,2,223116,通信工程,1,24283,,,,,,,,,
普通类一段,D658,天津外国语大学滨海外事学院,1,英语,1,18000,4,不限,英语,1,189910,英语,1,213855,,,,,,,3,163928,英语
普通类一段,D658,天津外国语大学滨海外事学院,3,德语,1,18000,4,不限,德语,1,172465,德语,1,224489,,,,,,,2,166484,翻译
普通类一段,D658,天津外国语大学滨海外事学院,6,日语,1,18000,4,不限,日语,1,192511,日语,1,204572,,,,,,,1,201625,法语
普通类一段,D658,天津外国语大学滨海外事学院,12,国际经济与贸易,1,15000,4,不限,国际经济与贸易,1,189243,国际经济与贸易,1,211121,,,,,,,2,173937,法学
普通类一段,D658,天津外国语大学滨海外事学院,18,护理学,2,20000,4,化学,护理学,2,188059,护理学,2,203213,,,,1,186741,学前教育,1,205116,学前教育
普通类一段,D660,天津商业大学宝德学院,9,酒店管理,1,15000,4,不限,酒店管理,1,197874,,,,,,,4,199395,工商管理类(会计系),,,
普通类一段,D662,长春人文学院,17,俄语,2,25000,4,不限,俄语,2,214615,俄语,2,234472,,,,1,210580,俄语,,,
普通类一段,D665,电子科技大学成都学院,13,财务管理(成都校区),3,17400,4,不限,财务管理,3,182646,财务管理,4,214052,,,,,,,2,188739,人工智能
普通类一段,D665,电子科技大学成都学院,C1,计算机科学与技术(智能金融联合学士学位创新班)(成都校区),3,16500,4,物理和化学,计算机科学与技术(智能金融联合学士学位创新班),3,256307,,,,,,,,,,,,
普通类一段,D666,武汉华夏理工学院,12,人工智能,3,22000,4,物理和化学,人工智能,3,281667,英语(英语教育方向),4,246944,,,,,,,,,
普通类一段,D670,成都银杏酒店管理学院,A2,工商管理类(市场营销、会计学、财务管理、人力资源管理、审计学、物业管理、文化产业管理)(一年级在宜宾校区完成通识课程学习，二年级开始按照学校大类招生专业分流管理办法确定专业，编入成都校区相应学院完成专业学习),15,15900,4,不限,工商管理类,15,215937,工商管理类,11,233670,旅游管理类,6,229404,5,213239,旅游管理类,5,227125,旅游管理类
普通类一段,D671,成都文理学院,56,计算机科学与技术,15,18000,4,物理和化学,计算机科学与技术,15,305942,云计算技术应用,5,423455,,,,,,,,,
普通类一段,D673,成都外国语学院,1,国际经济与贸易,2,18000,4,不限,国际经济与贸易,2,189385,国际经济与贸易,2,218465,商务英语,3,202272,1,57842,英语,1,56906,英语
普通类一段,D673,成都外国语学院,2,学前教育,2,18000,4,不限,学前教育,2,199485,学前教育,2,211149,汉语国际教育,3,207066,1,168951,俄语,4,178898,商务英语
普通类一段,D673,成都外国语学院,5,汉语言文学(宜宾校区),6,18000,4,不限,汉语言文学,6,182281,汉语言文学,6,199737,英语,3,157324,1,155444,西班牙语,1,141360,葡萄牙语
普通类一段,D673,成都外国语学院,6,汉语国际教育(宜宾校区),4,18000,4,不限,汉语国际教育,4,191719,汉语国际教育,3,213410,德语,2,192963,,,,2,139529,西班牙语
普通类一段,D673,成都外国语学院,7,英语,5,18000,4,不限,英语,5,215287,英语,2,145492,葡萄牙语,1,219456,,,,2,168502,法语
普通类一段,D673,成都外国语学院,8,俄语,3,18000,4,不限,俄语,3,192481,俄语,2,223072,西班牙语,1,194936,,,,1,201068,意大利语
普通类一段,D673,成都外国语学院,9,德语,2,18000,4,不限,德语,2,204766,德语,2,240924,法语,1,69227,,,,2,178856,俄语
